ID;STAY1;STAY2;STAY;REC1;REC2;REC;MOT1;MOT2;MOT;HOL_IMP;HOL_IMP Comments;General Comments; ;FEEDBACK1;FEEDBACK2;FEEDBACK3;FEEDBACK4;FEEDBACK5;FEEDBACK;CLARITY1;CLARITY2;CLARITY3;CLARITY;ACCURACY1;ACCURACY2;ACCURACY3;ACCURACY;FAIR1;FAIR2;FAIR3;FAIR;SELF_AWARE1;SELF_AWARE2;SELF_AWARE3;SELF_AWARE;INTENT_USE1;INTENT_USE2;INTENT_USE3;INTENT_USE;IMPACT;ROLE_FIT;WORK_MEANING;TENSION;GOAL_FIT;EMPOWER;ACCOUNT;Age Bracket;Tenure;Dev/Non;Holacracy Wave;GENDER;LOCATION
150;2;2;2;5;4;4,5;3;4;3,5;4;I think Holocracy has brought a much needed push for clarity within iQ. I don't think holacracy is integrated enough yet that one can really 'trust the system' to support you if your Lead Link isn't adopting holocracy fully.;Executive team still needs to drastically improve communication. Tell people about important issues repeatedly until no one is asking anymore.; ;4;2;4;2;4;3,2;4;4;4;4,00;4;4;2;3,33;2;2;2;2,00;1;4;4;3,00;3;4;3;3,33;5;4;2;2;4;2;2;2;5;2;5;2;5
151;5;5;5;5;5;5;5;5;5;5;;; ;4;5;5;4;4;4,4;4;5;4;4,33;4;4;4;4,00;5;5;5;5,00;4;5;3;4,00;5;5;5;5,00;5;5;5;5;5;5;4;4;7;1;1;2;1
152;4;4;4;5;5;5;5;5;5;2;It might be me, but I think we have more roles and work with holacracy and although we can drop roles I do not feel comfortable doing that, so we might end up being overloaded.;It's been amazing working for IQ. My leadership is always straightforward and clear. Also very welcoming and accommodating. I feel my needs are heard. I would, however, improve culture to be more accountable for making things done based on defined processes.; ;5;2;5;3;5;4;5;5;5;5,00;4;4;4;4,00;4;4;4;4,00;2;4;4;3,33;4;5;5;4,67;4;3;4;4;3;4;3;3;4;1;3;2;1
153;5;5;5;5;4;4,5;1;5;3;5;;; ;5;5;5;5;5;5;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5;5;5;1;3;4;1;1;2;5
154;4;4;4;3;3;3;4;4;4;3;I don't believe the company has improved significantly under holacracy but the program has some good parts;I am concerned about the culture and the things that made the culture what it was or is are slowly being eroded.  Is Culture as important to the decision makers as it used to be?; ;2;4;4;2;2;2,8;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;5;5;4;5;4;4;2;4;8;1;5;2;1
155;3;2;2,5;4;4;4;4;4;4;4;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;3;4;4;3,67;3;4;4;3,67;4;4;4;4,00;4;3;4;4;4;4;4;2;4;1;3;2;1
156;4;3;3,5;4;3;3,5;4;4;4;3;;Good people are leaving faster the company faster than we can replace them. I am worried about the turnover.; ;4;4;4;4;4;4;4;4;3;3,67;4;4;4;4,00;4;4;4;4,00;4;5;4;4,33;4;4;4;4,00;5;4;4;4;4;4;4;3;7;2;3;2;1
157;5;4;4,5;5;5;5;4;4;4;5;;I've always felt encouraged to grow and learn at iQmetrix.; ;5;5;5;5;5;5;5;5;5;5,00;5;5;5;5,00;4;4;4;4,00;4;4;4;4,00;5;5;5;5,00;5;5;4;4;4;4;4;2;5;1;1;1;1
158;4;4;4;4;5;4,5;4;4;4;4;;The process requiring us to post all jobs internally (and not just move people into new roles) is prohibitive and makes us lose some of the benefit of Holacracy. I think teams need the autonomy to fills roles and post job listings as they see fit (within the budget of course).; ;3;3;3;2;2;2,6;4;3;2;3,00;5;5;5;5,00;4;2;4;3,33;2;5;4;3,67;4;4;2;3,33;5;4;4;4;4;4;2;2;5;2;3;2;1
159;4;2;3;4;4;4;5;5;5;4;I remain skeptical because that's who I am (and I'd be a poor QA if I wasn't) but, I can see that over time Holacracy has started to help my circle function better by making both strong and weak players more visible.;I think within my circle things are finally starting to change for the better. Strong performers are getting more roles and accountabilities, weak performers are getting feedback that wasn't as forthcoming before. Additionally, the whole circle is getting more recognition for the late nights we regularly have to put in to support each release, hopefully that translates to more than just extra snacks and booze with the new initiatives that are coming.; ;4;5;3;4;4;4;5;5;4;4,67;5;5;5;5,00;4;4;4;4,00;4;4;4;4,00;5;5;4;4,67;5;4;4;3;5;4;4;2;5;2;3;2;2
160;3;3;3;4;2;3;4;3;3,5;3;Need to see hard evidence that the new model helping us do better at investing our resources and serving our customers.  Until our core metrics reflect a clear turnaround I can't say Holacracy is a clear win.;; ;3;3;4;4;3;3,4;2;2;2;2,00;3;3;3;3,00;3;3;3;3,00;4;5;4;4,33;5;4;4;4,33;4;4;4;4;4;4;4;3;4;2;3;2;2
161;4;2;3;4;3;3,5;2;4;3;4;;; ;3;2;5;1;1;2,4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;2;4;2;2,67;5;5;2;4,00;5;5;2;4;3;5;4;3;5;2;4;2;2
162;5;5;5;5;4;4,5;4;3;3,5;4;;; ;2;2;4;2;2;2,4;3;3;3;3,00;3;3;4;3,33;3;4;4;3,67;4;4;4;4,00;4;4;5;4,33;2;4;4;4;4;5;2;2;4;1;3;1;3
163;5;5;5;5;5;5;5;4;4,5;5;;; ;4;4;4;4;3;3,8;4;5;5;4,67;4;5;4;4,33;4;4;4;4,00;4;4;4;4,00;5;3;3;3,67;5;4;4;3;4;5;4;2;4;2;4;2;2
164;4;4;4;4;4;4;4;4;4;4;;; ;3;4;4;4;4;3,8;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;4;2;6;1;3;2;1
165;4;4;4;4;4;4;4;4;4;4;;; ;4;4;3;4;4;3,8;4;4;3;3,67;4;4;3;3,67;3;3;2;2,67;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;3;2;3;2;3;1;2
166;2;2;2;4;4;4;4;3;3,5;4;;It feels like there's been improvement since last summer but I'm concerned about the efforts in keeping our valuable people here at iQ. We've lost some incredibly strong members of our office which is concerning to say the least.; ;2;4;3;3;3;3;3;3;3;3,00;3;3;3;3,00;2;2;2;2,00;3;4;4;3,67;5;4;4;4,33;5;4;3;4;4;2;4;2;4;2;3;1;2
167;2;2;2;4;4;4;3;3;3;3;;; ;3;2;4;4;3;3,2;4;4;3;3,67;4;4;4;4,00;3;3;3;3,00;4;5;4;4,33;4;4;4;4,00;4;4;2;4;1;1;5;1;4;2;3;2;2
168;4;2;3;4;2;3;3;2;2,5;3;I don't think Holocracy has improved my day to day here at iQmetrix. I honestly never track or update my projects, it is just more project tracking, which I already track using my own system.;Please please please open your eyes to the cliques and political hierarchy functioning in this otherwise great company. It seems like the people moving up are those who are chummy with certain people, the golden children of iQmetrix who can't seem to do no wrong. [Even when they've done some very sketchy and questionable things], while those of us who just work with our heads down and don't 'drink the kool aid' are left in the dust. I see a lot of inappropriate conversations and actions, and even though they're reported they don't get disciplined due to their standing as a 'golden child/cool kid/whatever you'd like to call them'. Those of us that work hard, keep our head down and don't kiss up to those higher ups don't get the same opportunities, or recognition for our hard work. I hope things change soon, as people are starting to quit due to the politics of the company.; ;4;5;4;4;4;4,2;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;2;4;4;3;2;2;2;5;1;2;1;1
169;5;5;5;5;5;5;5;5;5;3;N/A I was hired after the adoption.;; ;5;2;5;5;5;4,4;4;5;4;4,33;5;5;5;5,00;5;5;5;5,00;5;5;4;4,67;5;5;5;5,00;4;4;4;5;4;5;5;2;2;1;3;2;2
170;4;2;3;4;4;4;4;4;4;4;;; ;4;5;4;4;4;4,2;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;2;4;4;4;4;3;5;2;4;1;2
171;5;5;5;5;5;5;4;4;4;3;"I've seen some stuff that has improved, like giving space to people that don't normally feel like they can express their thoughts. Also the idea of respecting everyone as the expert of their own role, giving autonomy to everyone is a positive step. Other stuff has been hindered, in my opinion, such as adding process steps that seem unnecessary but that you can't criticize. I've heard facilitators saying ""some processes are optional, but if you are not part of it, then maybe you don't want to be part of iQmetrix, since it chose that as the organizational structure."" which might seem like either a warning or emotional blackmail.";"Feedback is fundamental in any relationship. And iQmetrix seems to strive for it, but so far I've only received one suggestion of improvement and I doubt that there are not other areas where people perceive I could improve. Some of the people that has been let go claim that they never received feedback for them to improve, they just got the notice that they were not a good fit; which I believe is not what iQmetrix wants to aim for. Additionally, iQmetrix gives lead links the opportunity to decide on the compensation for the circle member but then it gets debated and tried to get reduced when it has been thought that the circle member should be compensated better than average. I think this discourages lead links to go through the effort and pushes them to evaluate everyone as average, lowering the morale of the person being evaluated."; ;4;4;5;1;5;3,8;4;4;2;3,33;3;3;3;3,00;2;2;2;2,00;4;4;3;3,67;5;5;5;5,00;5;4;4;4;5;3;3;2;4;2;5;2;1
172;4;4;4;4;3;3,5;4;4;4;4;I believe holacracy has improved communication across different teams, and has defined a process that allows people to work on projects where they are both interested and can add value. I think there is a very large flaw in the compensation strategy though because some individuals are fulfilling multiple roles but not compensated for it. This needs to be addressed.;; ;4;4;4;5;5;4,4;4;4;4;4,00;4;4;3;3,67;2;2;2;2,00;4;4;3;3,67;5;4;4;4,33;5;5;4;5;4;4;4;3;5;2;3;1;5
173;4;2;3;4;4;4;4;4;4;4;;; ;2;3;3;2;2;2,4;3;3;3;3,00;4;4;3;3,67;3;2;2;2,33;2;4;4;3,33;4;4;3;3,67;4;3;2;2;4;2;3;3;5;2;4;1;5
174;4;2;3;4;1;2,5;1;1;1;1;We are more fragmented than ever.  There are still many unfilled roles with work just being expected, inconsistent expectations about how roles are filled, who is accountable, and little transparency of the processes, at all levels;I am not confident that we address the main concerns that face the company.  Despite many surveys and feedback given, it appears that some of the main issue are dismissed or ignored.  We have always claimed to pride ourselves on our transparency, visibility, growth opportunities and support of employees, however this doesn't seem to be the focus.  Employees are constantly taken advantage of and expected to do more than is reasonable.  Decision making and the process leading to decisions is not visible to all.  There is not enough input or consideration for employees, especially considering we operate with employees shares.  There should be more accountability at all levels for the decisions made.  More transparency into why we make certain decisions, what initiatives we decide to address, how we hire etc.. Never been more frustrated to work here than now.; ;2;4;4;2;2;2,8;4;2;2;2,67;4;4;1;3,00;1;1;2;1,33;4;4;2;3,33;4;4;4;4,00;4;2;2;4;1;4;1;3;6;1;4;2;1
175;3;3;3;4;4;4;3;3;3;3;I am totally bought into the idea behind holacracy and I think it could do wonders for us, but I'm skeptical that our leadership group is fully on-board. 6 months ago I was running up against executive-level micromanagement of my accountabilities, people playing politics to set project priorities, and structural changes that were forced on me by someone else's grand vision of an ideal org chart rather than as a resolution of specific tensions. The situation is unchanged today.;This is an expansion of the same comment I put in the Holacracy question: I am totally bought into the idea behind holacracy and I think it could do wonders for us, but I'm skeptical that our leadership group is fully on-board. 6 months ago I was running up against executive-level micromanagement of my accountabilities, people playing politics to set project priorities, what-by-whens based on unrealistic expectations, and structural changes that were forced on me by someone else's grand vision of an ideal org chart rather than as a resolution of specific tensions. The situation is mostly unchanged today. There is so much that I could be doing to work more productively, but I'm reluctant to take responsibility given the political danger that still exists. I would like to know what our CEO is doing to hold his executives accountable to following the vision of autonomy he has set out for us, and how those executives are in turn setting the same expectations with their senior leaders. I believe these are all good people doing the best they can, but it still remains that if we have leaders operating like traditional managers we need to either coach them out of these behaviours,  or assign different lead links who can follow the company vision. Basically, create a safe environment for us on the front lines to express our autonomy.; ;2;4;5;4;3;3,6;;;2;2,00;2;2;2;2,00;2;1;1;1,33;5;5;2;4,00;4;4;3;3,67;4;4;4;4;4;1;4;2;5;2;3;2;2
176;5;5;5;5;5;5;4;3;3,5;4;;; ;4;4;5;4;4;4,2;4;4;4;4,00;4;5;4;4,33;4;4;4;4,00;3;4;4;3,67;5;4;4;4,33;3;4;3;5;4;4;4;2;7;2;1;2;2
177;5;5;5;5;5;5;5;4;4,5;;;; ;3;4;5;3;3;3,6;3;4;3;3,33;3;3;3;3,00;3;3;3;3,00;4;5;5;4,67;3;4;3;3,33;5;5;5;4;4;4;3;4;8;1;1;2;5
178;4;4;4;3;4;3,5;4;3;3,5;4;People seem more willing to share feedback with peers. The tactical meeting format has encouraged behaviours that make meetings more productive (we don't go on long tangents with fuzzy outcomes as much as before);I keep hearing that there will be more focus on spending time to improve our core product. I do see lots of work related to improving the product (which is *awesome*), but very tight deadlines for projects still seem to be the norm. We still have a long way to go in this area where the theory seems to be that we have to get things out the door quickly and we'll deal with the fallout later. We inevitably pay the price later.; ;3;4;;4;4;3,75;3;3;;3,00;3;;3;3,00;4;4;4;4,00;4;3;3;3,33;5;5;5;5,00;4;4;3;4;4;4;3;4;5;2;3;1;2
179;3;3;3;4;4;4;4;3;3,5;3;;; ;4;2;4;2;4;3,2;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;3;2;2;4;2;3;1;2
180;4;3;3,5;4;4;4;4;4;4;5;Tactical meetings are very helpful in having productive weekly team meetings. They help hold people accountable in their role, it provides a safe platform to express ideas, share concerns, and it assists in documenting desired outcomes that actually make change happen. I can't imagine going back to weekly team meetings without this structure.;iQmetrix has a family-feel, and made me feel welcome, valued as an employee and supported. There are good opportunities for skill growth such as sessions run by HR. I would like to see more career-specific opportunities for training and development. Also, more regular, formalized feedback would be appreciated, not only the annual feedback. This would be helpful to better understand where your strengths and weaknesses lie to help understand how to improve your day-to-day work as well as continuing to progress your career based on those strengths.; ;2;3;4;4;4;3,4;3;2;2;2,33;4;4;4;4,00;3;3;3;3,00;2;2;3;2,33;4;4;3;3,67;4;3;4;4;4;4;4;1;3;1;4;1;5
181;3;3;3;4;4;4;4;3;3,5;3;Processes have changed and we have improved in some way but not improved in others.;It has been fun with some reasonably interesting people. There is no room for development nor learning, however. Unlike all other tech companies, we are not encouraged nor do we make it easy for motivated developers to attend conferences and learn more. IMO this is the biggest case for motivated developers with high potential to leave iQmetrix.; ;4;3;4;4;4;3,8;4;4;4;4,00;4;4;4;4,00;3;3;3;3,00;4;4;3;3,67;4;4;4;4,00;5;5;4;3;4;4;4;3;5;2;3;2;5
182;2;2;2;4;4;4;4;4;4;4;While Holocracy has helped people to understand how teams work , what their responsibilities are, and how to help to structure the company, Holacracy does not help regarding the overall synchronization of the development methodologies among groups.;iQmetrix has great people and a great culture, and it is a great place to start a career. However, I cannot see a career development in the long run because there is a very weak Career Path and Career Compensation plan in place right now. When compared to the other big names in this industry, I can see the difference.; ;5;4;5;4;5;4,6;4;4;4;4,00;4;4;4;4,00;2;2;1;1,67;4;5;5;4,67;4;4;5;4,33;5;4;5;5;2;2;4;2;5;2;4;2;5
183;5;5;5;5;5;5;4;4;4;5;;I absolutely love working here. Some days are tough, but the people we have here and the environment we have created really make it a joy to come in.; ;5;3;5;5;5;4,6;4;4;3;3,67;4;4;5;4,33;4;4;3;3,67;4;5;4;4,33;5;5;5;5,00;5;4;4;4;5;4;5;2;4;1;1;2;5
184;4;5;4,5;5;4;4,5;4;4;4;3;;; ;5;5;3;4;4;4,2;4;4;4;4,00;4;4;3;3,67;4;4;4;4,00;2;3;4;3,00;4;4;4;4,00;4;4;4;2;4;3;3;2;5;2;1;2;2
185;1;1;1;2;2;2;2;2;2;1;"Holocracy has allowed a strong hierarchical system to come in the back door and has enabled senior positions to blindly set accountabilities, metrics, projects, and policies on others while ignoring the pain they cause.  Holocracy has also substantially removed the ability for people to work around many things that are a hindrance to their day to day effectiveness.  The system of asking others for a desired outcome and saying that it is ""safe enough to try"" has repeatedly resulted in people requesting outcomes from others while providing no direction on how to acheive them, which ignores whether the outcomes are actually practical to achieve.";IQ was once the best place I have ever worked, that is no longer true. :(; ;1;2;3;2;2;2;3;3;3;3,00;3;3;3;3,00;3;3;3;3,00;4;4;3;3,67;3;3;3;3,00;4;4;2;2;1;1;1;3;5;2;4;2;5
186;5;5;5;4;2;3;4;5;4,5;4;;"I have an increasing frustration with the gap between iQ's fundamental culture and the trust and confidence that senior people are not giving us. I observe massive confusion across the organization every day that I'm certain accumulates to multiple hours of lost time and productivity as people are told to wait for a master plan from the executive. Individuals have said ""I know what Holacracy says to do, but others aren't doing it and if I did do it then it would be bad for my career.""  My ""chain"" of management operates with implicit expectations for my team but in Holacracy that is completely unreasonable because everything is meant to be explicit. "; ;2;4;4;4;4;3,6;3;4;2;3,00;3;4;2;3,00;1;1;2;1,33;4;4;4;4,00;5;5;3;4,33;5;5;5;5;5;5;1;3;6;1;1;2;1
187;;4;4;4;5;4,5;4;4;4;3;;They value the employee of iQmetrix; ;4;4;3;3;4;3,6;4;4;4;4,00;4;5;4;4,33;4;5;5;4,67;4;5;5;4,67;4;4;4;4,00;4;4;4;3;4;4;4;2;1;2;1;2;2
188;1;1;1;3;2;2,5;1;2;1,5;2;The metrics and checklists have been a huge improvement. As well, making the hierarchy explicit has been an improvement. iQ had ignored the hierarchy before, which was painful.;iQ has a long way to go to become a software company. But some individuals in the company are trying their best to enact change. I hope they keep it up.; ;2;4;5;4;2;3,4;4;4;3;3,67;4;5;4;4,33;4;4;4;4,00;5;5;4;4,67;4;5;4;4,33;1;5;2;4;2;4;4;2;5;2;4;2;5
189;4;4;4;5;4;4,5;4;5;4,5;3;;If iQ wants to be known as a people first company it shouldn't do further things like the layoffs of last summer where we were straight lied to by executives quite a few times. People first is the the reason that many of us work here for less than we would make other places and having that kind of experience can make it easy to decide to leave.; ;4;4;4;3;5;4;4;3;3;3,33;4;4;4;4,00;3;3;3;3,00;4;4;4;4,00;4;4;4;4,00;5;4;4;4;4;4;3;2;4;2;5;2;5
190;2;2;2;2;4;3;2;2;2;2;"I believe our company has seen no improvements because of Holacracy, although our company hasn't been hurt by Holacracy.  We have the same issues we've had in the past, which is that we empower people to work on whatever they feel passionate about.  I know that sounds like a positive, but we end up with a product or an environment that is unstable and unreliable.  We often hear developers say ""well let's deploy this and see if anyone complains, and then we'll fix those issues"", or we hear ""my product is perfect and has no issues or bugs, but someone else's is continually taking down other products or services"", or we hear ""why do I need to follow that process?  It doesn't make sense to me"" and people don't understand that the small part of the company that they work in actually impacts others... or they don't care.  We have teams/departments that actually refer to themselves as ""a different company and not apart of iQmetrix"".  We allow people to do what they want, when they want, and we hold no one accountable.";"We need to realize that we aren't a startup software company anymore, and that we need to start taking ourselves seriously as an organization.  I'm not saying the fun we have cannot continue, but hearing people say ""i work hard Monday to Thursday so that I can just drink beers on Friday"" in the middle of a massive client outage on a Friday has got to stop."; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;2;4;2;4;1;3;4;1;3;2;1
191;4;3;3,5;4;4;4;4;3;3,5;3;;; ;4;4;4;3;3;3,6;4;4;4;4,00;5;5;4;4,67;4;4;4;4,00;4;4;3;3,67;4;5;3;4,00;4;4;5;4;4;4;2;4;6;2;1;2;2
192;4;4;4;2;4;3;2;2;2;1;Holacracy feels like more work with no additional benefit. It actually feels like it has made my team less productive. Also, the circle strategies are a joke. We always end up doing the same thing we've always done - whatever the executive wants whenever they want it regardless of what they told us our priorities were. Except now we spend more time arguing about how we shouldn't be doing things because they are contrary to our strategies. Strategies that are, to re-iterate, a joke.;I think iQmetrix is a good place to work. What I do not understand is why we're trying to pretend like there isn't a hierarchy here. People like having a boss. If they didn't, they'd start their own company. What people don't like is being told that they have autonomy and then being passive-aggressively told what to do. If you want to tell us what to do, that's great. But just own it.; ;2;4;4;2;2;2,8;4;5;5;4,67;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;2;4;1;1;1;2;4;2;3;1;1
193;5;4;4,5;4;4;4;4;4;4;5;;I recently completed 1 year here and it's still a great place to work.; ;4;4;4;4;5;4,2;5;4;4;4,33;5;5;4;4,67;5;5;5;5,00;5;5;4;4,67;5;5;5;5,00;5;5;5;4;4;4;5;3;4;2;4;2;2
194;3;3;3;3;4;3,5;3;2;2,5;4;Holacracy has helped to clarify who is empowered to make decisions. However, people far enough up the chain of command seem to be free to ignore it entirely and they still put people on pet projects when it suits them.;We notice when you're not there.; ;3;2;3;4;4;3,2;4;4;2;3,33;3;4;3;3,33;2;2;2;2,00;3;4;2;3,00;3;4;3;3,33;4;4;3;4;3;4;2;3;6;1;4;2;5
195;3;2;2,5;4;4;4;3;2;2,5;3;;; ;4;4;4;2;2;3,2;4;4;4;4,00;4;4;4;4,00;3;4;3;3,33;4;4;3;3,67;4;4;3;3,67;4;4;3;3;4;3;2;4;6;1;3;2;1
196;2;2;2;3;3;3;4;4;4;4;Making things explicit is never going to be bad in my opinion. i appreciate that holocracy's main goal is to clarify work and accountabilities. I'm not sure we are good at it the majority of the time yet, but it definitely makes things better than the free-for-all we had before.;i'm exhausted and stressed out and frankly generally not wanting to come here most days. simple tasks can take me days and i feel like i'm constantly aiming at a moving target with a wet noodle. Holacracy may define accountabilities and try to make work explicit but it doesn't alleviate the uphill battle of trying to move a decade deep mountain of lousy decisions in the interest of speed and it doesn't change the fact that everyone who works here is still human with all the additional complications that infers. I assume this feeling will pass if i keep throwing my body at said mountain - meaningful change takes a long time, but right now, i'm in a fragile place where i'm unhappy and feeling defeated and would easily leave to go somewhere less uphill if the opportunity came.; ;4;4;3;4;4;3,8;4;4;2;3,33;4;4;4;4,00;2;2;3;2,33;4;4;3;3,67;4;5;4;4,33;4;4;2;4;4;4;3;3;5;2;3;1;2
197;4;2;3;4;4;4;4;3;3,5;5;;I love working at iQmetrix but the development and education options are extremely limited. This has lead to a feeling of stagnation in my personal and professional development.; ;2;4;3;4;4;3,4;3;3;3;3,00;3;3;3;3,00;3;3;3;3,00;5;4;4;4,33;5;5;5;5,00;4;3;2;4;4;4;4;3;6;1;3;2;1
198;4;4;4;5;5;5;5;5;5;3;I wasnt around before holacracy. I really like how it makes it easier for me to ask questions.;I feel the employees are extremely valued here and this is a close knit family with happy, engaged employees. It's been a pleasure so far.; ;5;4;4;4;5;4,4;3;5;5;4,33;4;4;3;3,67;2;4;3;3,00;5;5;3;4,33;4;3;4;3,67;5;5;5;3;5;5;4;3;1;2;5;2;4
199;4;4;4;4;4;4;4;4;4;2;;; ;4;3;4;4;4;3,8;3;4;4;3,67;3;4;3;3,33;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;2;4;2;4;2;2;2;2;5;1;5;1;1
200;4;4;4;4;2;3;3;2;2,5;1;Holocracy aids only in confusion and in perpetuating the notion that individuals are only responsible for the accountabilities of their role. Holacracy devalues leadership and tries to convince individuals that they have no need for the collective, which goes against the very culture of the company.;This company has amazing potential and I'm glad to be a part of that but I feel that the widespread appeal and amazing reputation iQ once had has evaporated. Holacracy has introduced a near comedic level of corporate bloat and political games that make you feel like you're in an episode of a sitcom.; ;4;4;3;2;4;3,4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;5;4;3;4;4;1;3;6;2;3;2;1
201;5;5;5;5;5;5;5;3;4;3;;; ;4;3;4;3;4;3,6;5;4;4;4,33;5;4;4;4,33;4;4;4;4,00;4;5;3;4,00;5;5;5;5,00;5;5;4;4;4;4;4;3;4;2;5;2;1
202;3;2;2,5;3;3;3;3;3;3;3;;; ;3;4;4;4;3;3,6;4;4;4;4,00;4;4;4;4,00;3;3;4;3,33;3;4;4;3,67;4;4;4;4,00;4;4;3;4;4;4;3;2;6;2;3;2;1
203;4;4;4;4;4;4;4;3;3,5;3;;; ;4;3;3;2;4;3,2;4;4;4;4,00;4;4;4;4,00;4;4;3;3,67;4;4;4;4,00;4;4;4;4,00;4;4;4;3;4;4;4;3;5;2;3;1;2
204;3;2;2,5;2;3;2,5;3;2;2,5;3;While our meetings are productive now, as a company I don't know how much improvement that I see.  Working between teams is still very difficult.  Most of the issues that existed before, still exist now.;"I really can't complain.  Nothing is awful, but very little is great.  The passion for what we do, who we are, the impact we have; it has faded.  The real excitement I hear around the office is in reference to people's ""side hustles"" (businesses/projects outside of iQmetrix).  Perhaps this is natural at our size.  I don't know.  I do know that the energy level within the office is low.  Apathetic seems to describe the climate."; ;2;3;4;4;4;3,4;3;3;2;2,67;3;4;3;3,33;3;3;3;3,00;3;4;4;3,67;4;4;4;4,00;3;4;3;3;4;4;3;4;7;1;3;1;1
205;2;2;2;4;2;3;3;3;3;2;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;3;5;5;4,33;4;5;5;4,67;3;4;2;3;3;4;4;2;5;2;1;2;2
206;5;5;5;5;5;5;4;5;4,5;4;;; ;4;4;4;5;5;4,4;4;5;4;4,33;5;5;5;5,00;3;3;3;3,00;4;5;3;4,00;4;4;4;4,00;4;4;3;4;5;4;4;1;4;2;3;1;5
207;5;4;4,5;4;5;4,5;5;4;4,5;3;;Holacracy has not improved accountability at higher level.; ;3;4;3;3;3;3,2;3;3;3;3,00;3;3;3;3,00;3;3;3;3,00;3;4;3;3,33;4;3;3;3,33;5;5;4;3;4;4;4;4;6;2;4;2;5
208;5;5;5;5;5;5;4;5;4,5;3;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;5;3;3;3,67;4;5;4;4,33;4;4;4;4,00;5;4;4;4;4;5;2;4;7;1;3;1;1
209;4;3;3,5;4;4;4;4;4;4;3;;; ;4;3;5;4;4;4;4;4;4;4,00;5;5;3;4,33;3;3;3;3,00;4;5;4;4,33;4;4;5;4,33;3;4;4;2;3;3;3;1;1;2;3;2;2
210;1;2;1,5;2;2;2;2;3;2,5;2;;; ;4;4;3;4;4;3,8;4;4;3;3,67;4;4;4;4,00;3;3;4;3,33;4;5;3;4,00;4;4;4;4,00;2;3;2;3;3;2;3;2;4;2;4;2;2
211;2;2;2;4;4;4;2;1;1,5;1;Glassfrog is a useful tool for managing our circle but overall it feels like we avoid holacracy at iQ. All we really do is  go to tactical meetings, which often do not seem productive.;I have serious concerns with how our contribution levels are structured. There is a massive gap between intermediate and senior (or, level 2 and 3 as they are now named). The current structure also discourages people from becoming senior technically. A developer should not need to be a team lead or in another lead-of-people type position to receive the senior designation, but in practice, it seems like that's a requirement for being made 'senior' here.; ;2;5;5;4;5;4,2;4;4;2;3,33;4;4;4;4,00;2;2;2;2,00;4;5;2;3,67;4;4;4;4,00;4;4;1;4;4;4;2;2;5;2;3;1;1
212;3;3;3;4;4;4;3;2;2,5;3;Maybe for some people it has improved but for others either nothing has changed or it has changed for the worse by introducing more meaningless meetings.;The work we do and the people are generally all great. The company reacts relatively quickly to change. It is important to provide clear feedback from the executive level down to the product teams. I have noticed an improvement in this in the last year but we can still do better. Small things like sending a product team an email thanking them for exceptional work on projects does a lot for team moral.; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;3;4;3;3,33;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;3;2;5;2;3;2;2
213;4;2;3;4;4;4;2;2;2;3;;; ;2;2;4;2;3;2,6;3;3;3;3,00;2;3;3;2,67;3;3;3;3,00;3;3;4;3,33;4;3;4;3,67;4;3;3;3;3;3;3;1;4;2;4;2;2
215;5;5;5;4;4;4;4;3;3,5;5;;Until the adoption of Holacracy I was lacking clarity and purpose as to what my role was. Holacracy has given much needed structure and communication tools to our team. It's been amazing to watch the company grow in the way it has over the past year. Excited for it to continue.; ;5;2;4;2;4;3,4;5;5;5;5,00;5;5;4;4,67;4;4;4;4,00;2;2;4;2,67;4;4;5;4,33;4;4;4;4;4;4;4;2;4;1;3;1;5
